X,738_cm,693_cm,582_cm,566_cm,532_cm,382_cm,283_cm,233_cm,213_cm,187_cm,153_cm,40_cm,3_cm,Sum,taxonomy,a,b,c,d
383ebe908bac222bb3d1411df0704e66,0,0,0,0,0,1,0,1,0,0,0,0,0,2,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermomarinilinea
386324dce449eee17f6be42d5d08de0e,0,2,0,0,0,0,0,0,0,0,0,0,0,2,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalogenimonas
395e412fe74667aca47fe3e3bfe69456,0,0,2,0,0,0,0,0,0,0,0,0,0,2,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
3a1c947df8c69b8bb8690f2def827b77,0,0,0,0,0,0,0,1,0,0,0,1,0,2,Verrucomicrobia,Subdivision3,Limisphaera,,
3b41d30aa28f9beeebddfbefa8709c5a,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Firmicutes,Clostridia,Clostridiales,Heliobacteriaceae,Hydrogenispora
3b66b6048da9ed980343d57c5c49c3c4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
3bfbf9da93822e23d8c7d74bf2a63c97,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Schwartzia
3cf1864304f9903c062da2734f523f44,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Woesearchaeota,Woesearchaeota Incertae Sedis AR15,,,
3d7bf3138e90a15df2d74b077235cc9e,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Thermoanaerobaculum
3dec58afbc444930cad8fe034103a938,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Firmicutes,Clostridia,Thermosediminibacterales,Thermosediminibacteraceae,Thermovorax
3e042f62d24ed0e945b0756fbab9659a,0,0,0,0,0,2,0,0,0,0,0,0,0,2,Woesearchaeota,Woesearchaeota Incertae Sedis AR16,,,
3e6b8b3b67514b4c0a358d829510675f,0,0,0,0,0,0,0,2,0,0,0,0,0,2,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalogenimonas
3ed0e90064d2ff138201e3061f814b94,0,2,0,0,0,0,0,0,0,0,0,0,0,2,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermomarinilinea
3f751a8911a0a470733c4686b8e3b820,0,0,1,0,0,0,0,0,0,1,0,0,0,2,Chloroflexi,Thermoflexia,Thermoflexales,Thermoflexaceae,Thermoflexus
408c2513bf1ac9edcf9e81416bdb9cae,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Chloroflexi,Thermoflexia,Thermoflexales,Thermoflexaceae,Thermoflexus
40c37a8f22e271e70fd9579171f014fe,0,0,0,0,0,0,0,0,2,0,0,0,0,2,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
40e145d9e1dfd7b0501f914d1f416843,0,2,0,0,0,0,0,0,0,0,0,0,0,2,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
42cf8ba4d36012d961a5a4b6927e4fbb,2,0,0,0,0,0,0,0,0,0,0,0,0,2,Armatimonadetes,Armatimonadetes_gp2,,,
46550453b8f036aab0772f394f0a49c9,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Firmicutes,Clostridia,Clostridiales,Peptococcaceae 2,Cryptanaerobacter
46c41b49d4ff8e9e0a6031a3fc36795c,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Omnitrophica,Omnitrophica_genera_incertae_sedis,,,
475ccc6d13ccb9b3552b60e1721de6d7,0,0,0,0,0,0,0,0,0,2,0,0,0,2,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Thermoanaerobaculum
47e7ba8d75566e4e535e38e3d76b8aef,0,0,2,0,0,0,0,0,0,0,0,0,0,2,Fibrobacteres,Chitinispirillia,Chitinispirillales,Chitinispirillaceae,Chitinispirillum
4801ebac8125e4f13156ecce94cd2e2e,0,0,0,2,0,0,0,0,0,0,0,0,0,2,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalogenimonas
4a2a63770253442f8b1e48515995de53,0,0,0,0,2,0,0,0,0,0,0,0,0,2,Crenarchaeota,Thermoprotei,Acidilobales,Caldisphaeraceae,Caldisphaera
4a4a91933c8e93a2ae1fa622eb88797f,0,0,2,0,0,0,0,0,0,0,0,0,0,2,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto
4ab48bca10b88f0fd85a7ab92b886850,0,0,0,0,0,0,0,0,2,0,0,0,0,2,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera
4c07d7ae505ea9959c00f78c8196965d,0,0,0,0,0,0,0,0,2,0,0,0,0,2,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Lawsonibacter
4c149c5f481d756035891154f88e4978,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,Limnoglobus
4c14f925d23b602d923c2cbe90b59beb,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloprofundus
4c69112fa1a82ba881a1a81f6138ab64,0,0,0,0,0,0,0,0,0,0,0,2,0,2,candidate division WPS-2,WPS-2_genera_incertae_sedis,,,
4d699fe94b901f80c68f6a6250600188,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Woesearchaeota,Woesearchaeota Incertae Sedis AR20,,,
4d97f6d51ab70afd55501bebcc96ae90,0,0,0,0,0,0,1,0,0,1,0,0,0,2,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermomarinilinea
4db197c1b8ee96ed7644087df68ad295,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Dethiosulfatarculus
4e237011b624a615d6fcdf3086037f56,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Oxobacter
4fcb9f9046e42abc2ef1731004af2376,0,0,1,0,0,0,0,1,0,0,0,0,0,2,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerobacterium
50bd98a18b5cc44364b8a3354c7f3c4c,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola
522592a8ece47b8c3980bb682381de58,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Caloribacterium
5335c1c4de81e68e725da277b143cb24,0,0,0,0,2,0,0,0,0,0,0,0,0,2,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerobacterium
5423a791ea19dd2850458f44940c68d1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,Maribellus
542f808da1fec541204cdb5ae675c7e3,0,0,0,2,0,0,0,0,0,0,0,0,0,2,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermacetogenium
55e97f6db4d4cf27f7e5f2d899a1bf8f,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Chloroflexi,Thermoflexia,Thermoflexales,Thermoflexaceae,Thermoflexus
5688deb3ce7cf574b1748bbee97acf14,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pseudorhodoferax
5a0d245cfbdaf39a835e2dc9f743d361,0,0,0,0,0,0,2,0,0,0,0,0,0,2,candidate division WPS-2,WPS-2_genera_incertae_sedis,,,
5a560746446696474b66744fbf0620bd,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Verrucomicrobia,Subdivision3,Subdivision3_genera_incertae_sedis,,
5ad3fe857296423dcbf64004892dfd38,0,0,2,0,0,0,0,0,0,0,0,0,0,2,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
5cd4b5d8d268d842a9c8ed91d4830478,0,0,0,2,0,0,0,0,0,0,0,0,0,2,Thaumarchaeota,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,
5ced86cb9d8d54aad8dac4693b7698c1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geothermobacter
5d6c5993ace98696b383ff598010b4a6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Schwartzia
5f81d508d8d6cbd60945ac1e6118afab,0,0,0,0,0,0,0,2,0,0,0,0,0,2,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus
6524e89ec44c264093c8b20c1ab30f7e,0,0,0,0,0,2,0,0,0,0,0,0,0,2,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
66553fd3608cc9eb58739191e7b91e99,0,0,0,0,0,0,0,2,0,0,0,0,0,2,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Dethiosulfatarculus
66d89b67af1e0923c2eb9794333c0dab,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatirhabdium
67e034ec9af2e5ab74ab0f3f31ff3a6b,0,0,0,0,0,0,0,2,0,0,0,0,0,2,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
68f0f46180c5fdf7aae30909ba48a003,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Woesearchaeota,Woesearchaeota Incertae Sedis AR16,,,
6913e202a375878eb78b7ae0525e1a44,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Schwartzia
6a1ba6e623a7650765daf46056dc7711,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Elusimicrobia,Endomicrobia,Endomicrobiales,Endomicrobiaceae,Endomicrobium
6a61095144658cc8d6ee53f5b6d0ad7e,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Kofleriaceae
6b98dc2a7ca682297d7192e940b813d7,0,0,0,0,0,0,0,0,0,2,0,0,0,2,Crenarchaeota,Thermoprotei,Acidilobales,Caldisphaeraceae,Caldisphaera
6c1faf44b8aedb5e9e3ddf3a5b88e877,0,0,0,0,0,1,0,0,0,0,0,1,0,2,Hydrogenedentes,Candidatus Hydrogenedens,,,
6d9e9785457d14f7d94ab68be8f9e863,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Beduinibacterium
6e3a4848b1c7d05cc6dbc1969d492f46,0,0,0,0,0,0,0,0,0,2,0,0,0,2,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
6e479b9be2abdd2b5ae3c1f777629ae4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermanaerothrix
6f13f3ef593ef77aa1b7379dc21bc7af,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Deferribacteres,Deferribacteres,Deferribacterales,Calditrichaceae,Calorithrix
6fd1feb2f85547b1cdbaeb458fb5d1f8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XIII,Bacilliculturomica
7084c184ae3789bd326f1f4f35215807,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
70ef3a54d6b3b4291d8cec17edf893c4,0,0,0,0,0,0,0,2,0,0,0,0,0,2,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Bacillariophyta,
73744720d0901db2d7439f70d3604310,0,0,0,0,0,2,0,0,0,0,0,0,0,2,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalogenimonas
7375ee54e94d58ffb5133c8647edd087,0,0,0,2,0,0,0,0,0,0,0,0,0,2,Fibrobacteres,Chitinispirillia,Chitinispirillales,Chitinispirillaceae,Chitinispirillum
73d5d1b745d6cf0a1a4304095c6b2dd5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
74924d09fd81f8e0204656e63c6b6b01,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Planctomycetes,Planctomycetacia,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Anammoxoglobus
75ae6f5aacbf0e1dc015e835995afb38,0,0,0,0,0,0,0,1,0,0,0,1,0,2,candidate division WPS-2,WPS-2_genera_incertae_sedis,,,
75ff1d08ba75a126075df9f3631e8fe6,0,0,0,0,0,0,0,0,0,2,0,0,0,2,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
760fde5e2e8ee428fbb9e144849513c1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
78b512ac09b90e0d707445f4aa177d86,0,0,2,0,0,0,0,0,0,0,0,0,0,2,candidate division WPS-2,WPS-2_genera_incertae_sedis,,,
79321111600b83602d5bfd8d0de95eb7,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Smithella
7b122d4fa1846800b811f4e669f66080,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Firmicutes,Clostridia,Clostridiales,Gracilibacteraceae,Lutispora
7b436096458c3165e19eab4ef6659ef8,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Thermodesulfovibrio
7bee177759d1e95ad7a6992d1d33730e,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
7c14a6f14862b5ac3ab911cc6cb1f085,0,0,2,0,0,0,0,0,0,0,0,0,0,2,Crenarchaeota,Thermoprotei,Acidilobales,Caldisphaeraceae,Caldisphaera
7c2ee4789e6710508af17f0a8f22195f,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
7d05302af3d372a6205c32b7d613c654,0,0,2,0,0,0,0,0,0,0,0,0,0,2,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Desulfothermobacter
7fab2fedb123eb23486ef3738643b7ac,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Firmicutes,Clostridia,Clostridiales,Gracilibacteraceae,Gracilibacter
7ff6c088f606c2e7283ad3f7045fc4f9,0,0,0,0,0,2,0,0,0,0,0,0,0,2,Firmicutes,Clostridia,Clostridiales,Catabacteriaceae,Catabacter
8028a615506d9fc4de32aa31761e4ca8,0,0,0,2,0,0,0,0,0,0,0,0,0,2,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Monoglobus
8091e798c9678b555e454ef889c27dfa,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Pseudobacter
80d3c7b4d2c5dd44877b0e58d4925206,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
838df88fb21ecdfe971e5b1ae6cfed1a,0,0,0,0,0,0,0,0,0,2,0,0,0,2,BRC1,BRC1_genera_incertae_sedis,,,
8396361d901c31dd13ef21ef3b887c0b,0,2,0,0,0,0,0,0,0,0,0,0,0,2,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Calderihabitans
83c9a415b256cf2455cb971154294266,0,0,0,0,0,0,0,0,2,0,0,0,0,2,Firmicutes,Clostridia,Thermosediminibacterales,Thermosediminibacteraceae,Fervidicola
83fffde6b7c87007d3c3fbee54ce5039,0,2,0,0,0,0,0,0,0,0,0,0,0,2,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermomarinilinea
85bb324d262b8967a34990fc62ca6982,1,0,0,0,1,0,0,0,0,0,0,0,0,2,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
86c4b7a3e75c6573cd6d7099240307ef,0,0,0,0,0,0,0,1,0,0,1,0,0,2,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Nguyenibacter
883798c5d84e6b3f9e780f04857e7e0c,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Chloroflexi,Ardenticatenia,Ardenticatenales,Ardenticatenaceae,Ardenticatena
888241711fe162edf0432f8bf1e185ad,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera
895131955aa0fd47b742ab467edf644d,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Smithella
896f1c1b3ecdb2e3e44d6f76535d0315,0,0,0,0,2,0,0,0,0,0,0,0,0,2,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Dethiosulfatarculus
89700d75173ead202bc84305be1973dd,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halarsenatibacter
8a12ea1bcba0a1380ccd94a5c08c758a,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Sporobacter
8a3a9b8ba34da210847008dd1c1fc0f9,0,0,0,0,0,2,0,0,0,0,0,0,0,2,Firmicutes,Clostridia,Thermosediminibacterales,Thermosediminibacteraceae,Fervidicola
8c0b8a9897df6cc4c8d626dc645a17a3,0,0,2,0,0,0,0,0,0,0,0,0,0,2,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,Telmatocola
8cda0b89109f9246bd330142495c2fb8,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Verrucomicrobia,Subdivision3,Limisphaera,,
8d5d3062b27e70d070e4d1000d24f862,0,0,0,0,0,0,0,1,1,0,0,0,0,2,Chloroflexi,Thermoflexia,Thermoflexales,Thermoflexaceae,Thermoflexus
8eae573bb043ab9dce4cd0abdb98beeb,0,0,0,0,0,0,0,0,0,2,0,0,0,2,Firmicutes,Clostridia,Thermosediminibacterales,Tepidanaerobacteraceae,Biomaibacter
8ee5b0cd69f775739e07d78067dee144,0,0,2,0,0,0,0,0,0,0,0,0,0,2,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Dethiosulfatarculus
906ef160dd04a3777c945854a8ded186,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Firmicutes,Clostridia,Clostridiales,Gracilibacteraceae,Lutispora
9227faca0416ad6f4ec213d5f50c2811,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XIII,Bacilliculturomica
927d0fb498840bae768e482ae93e97dd,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Firmicutes,Clostridia,Clostridiales,Gracilibacteraceae,Lutispora
93b1fdec05539491c9ae533cecc313bb,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Cystobacteraceae
9464cbf948019665a41e2e81de6a8dd5,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
950946024324c380a8e3038fe91367c4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Cloacimonetes,Candidatus Cloacamonas,,,
95e1deb4479fa1fdb53034d02d277410,0,0,0,0,0,0,0,1,0,1,0,0,0,2,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera
960a22dba53760659d2fd82465087d3d,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Marispirochaeta
979e51a6fb2a8f73846992239461f156,0,0,0,0,0,0,0,2,0,0,0,0,0,2,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Dethiosulfatarculus
97df855d6add71530cf0c43fbb39fba0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Falsibacillus
97f01143152e90af3d26d613ec854045,0,0,0,0,0,0,0,0,0,1,0,1,0,2,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile
983c07865601946b7b6ea0c0cb341d1f,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera
98483db5d7fde05209234b56d9944a71,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile
9881b0a0e7f4186259d2a710fcf322ff,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Cyanobacteria/Chloroplast,Cyanobacteria,Family XIII,Loriellopsis,
9ac7b710b92e589764e6e251ec96adec,2,0,0,0,0,0,0,0,0,0,0,0,0,2,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
9c9bd01269f662ba53aa7e8d5c9abeb9,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Woesearchaeota,Woesearchaeota Incertae Sedis AR16,,,
9dc81f702258f13bbb592653e3826bfd,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Woesearchaeota,Woesearchaeota Incertae Sedis AR16,,,
9dfba86a845438ca41e1b839d371c3bf,0,0,0,0,0,0,0,2,0,0,0,0,0,2,Woesearchaeota,Woesearchaeota Incertae Sedis AR16,,,
9e3a6c0fd65d8c352852bba5359d5d51,0,0,0,0,1,0,1,0,0,0,0,0,0,2,Actinobacteria,Thermoleophilia,Solirubrobacterales,Baekduiaceae,Baekduia
9fba64604c321783c7b2c900c2d9ffa1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Cellulosibacter
9fc1d550850934de33e766d22c534afd,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalogenimonas
a046bfeab1da34131ee16462b14fb5dc,0,0,0,0,0,0,0,0,0,2,0,0,0,2,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Parachlamydia
a1c28910717c69077c4f3661b4bef262,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Spirochaetes,Spirochaetia,Spirochaetales,Sphaerochaetaceae,Pleomorphochaeta
a305aa59f520e12c3bfab7bf3b218fc8,0,0,0,0,0,0,0,0,0,2,0,0,0,2,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae
a317aa7e125e9da85b3e6419b38cb00e,0,2,0,0,0,0,0,0,0,0,0,0,0,2,Firmicutes,Clostridia,Clostridiales,Heliobacteriaceae,Hydrogenispora
a31caa50c370f5ec9351043dafb8bac4,0,0,0,0,0,0,1,1,0,0,0,0,0,2,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Methyloceanibacter
a3b63db41d9c300c376b2f63d26631fc,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Melaminivora
a5d63f562ef6fd419789e4bc6a0ff7c5,0,0,0,0,0,0,0,0,0,2,0,0,0,2,Crenarchaeota,Thermoprotei,Acidilobales,Caldisphaeraceae,Caldisphaera
a60e1aaff5eafc36a9a5e481996df054,0,0,0,1,0,1,0,0,0,0,0,0,0,2,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea
a6c49cebdce10b92e72deb876b28fce4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalogenimonas
a75acd0e0f2770427f5864703d2426d3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,Planctomycetes,Planctomycetacia,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Brocadia
a77795c6e9393465116fa222d670d2fc,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,Maribellus
a8f6f00ee559011d653842684aa08bad,0,0,0,0,2,0,0,0,0,0,0,0,0,2,Aminicenantes,Saccharicenantaceae,Saccharicenans,,
a972210885f378d3bec5647299a6ef1e,0,0,2,0,0,0,0,0,0,0,0,0,0,2,Firmicutes,Clostridia,Clostridiales,Peptococcaceae 2,Cryptanaerobacter
a9b65e836c4ee8f0e580c7042063a961,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Edaphorhabdus
aa21e1c4f2c689c6d9dbcb1efd85494d,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Firmicutes,Clostridia,Clostridiales,Gracilibacteraceae,Lutispora
aaf7e5166d24bcbd135c90ccfab5d975,0,0,0,0,0,0,0,2,0,0,0,0,0,2,Acidobacteria,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea
ab15b94c00fd1347e409f836aa4e45b4,0,0,0,0,0,0,0,0,2,0,0,0,0,2,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
ac917d6e95255405854e7d55f1dabf92,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Actinobacteria,Thermoleophilia,Solirubrobacterales,Paraconexibacteraceae,Paraconexibacter
adee0a089ccaac46fbb086956989c3c1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
ae81bde5a05c8f02c169b9d35890d28c,0,0,0,0,0,0,0,0,0,0,2,0,0,2,Firmicutes,Clostridia,Thermosediminibacterales,Thermosediminibacteraceae,Fervidicola
aee350bba50fcd91b86b4166e5516c1f,0,0,0,0,1,0,0,1,0,0,0,0,0,2,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea
af86e9774cc66a55bff0dfa6e3662ec4,0,0,0,0,2,0,0,0,0,0,0,0,0,2,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
b1d27181ff02d606f37bf7d3de02cea6,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Firmicutes,Clostridia,Clostridiales,Peptococcaceae 1,Syntrophobotulus
b2e1b396882c20577a244ffe658344af,0,0,0,0,0,0,0,0,2,0,0,0,0,2,Cyanobacteria/Chloroplast,Cyanobacteria,Family XIII,Loriellopsis,
b2f637d4b695f63a56490467c04c3f97,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermacetogenium
